x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
64,668,386,558,587,898,854,1443,450,436
218,433,383,789,1003,937,851,1147,396,1245
277,688,379,723,247,727,857,899,543,1077
-329,960,389,622,1026,549,860,989,869,1472
1014,857,392,1131,431,815,857,730,879,730
430,1102,399,811,551,479,849,443,814,803
608,138,409,1097,892,514,854,1407,355,1444
744,1024,400,902,377,707,848,729,784,1365
872,555,404,1005,838,960,838,902,992,1025
968,769,414,698,932,687,838,1302,1220,606
376,258,408,698,830,792,836,888,864,669
916,1285,405,446,1221,1032,830,561,317,926
508,251,405,747,623,708,819,837,1002,1160
1057,1252,406,559,34,891,826,142,847,135
145,184,405,1175,931,954,809,342,734,-158
1061,559,400,710,915,515,817,695,644,834
608,860,408,896,342,544,818,555,1010,914
876,-46,399,480,1225,977,813,596,1112,400
343,411,392,1178,710,613,811,564,279,454
506,357,396,619,628,886,822,392,786,729
372,735,404,403,521,842,818,939,810,1096
742,556,397,726,795,686,810,738,852,761
642,76,395,280,1164,488,814,537,834,1030
761,937,388,888,460,767,801,83,446,1219
421,686,395,1253,654,955,807,685,742,597
681,682,405,776,615,373,804,1217,1056,613
589,-448,388,92,479,867,810,372,1021,1026
732,408,380,754,690,835,803,870,842,929
727,321,380,768,728,626,796,1333,647,696
179,336,387,792,1190,850,811,540,684,1252
281,870,386,990,1048,816,808,1232,852,358
1022,306,379,589,518,495,804,800,556,1321
539,744,377,847,901,625,793,658,859,1458
499,801,383,120,829,667,813,930,795,914
576,746,379,1081,546,669,803,644,793,1018
161,148,381,1064,915,620,802,494,904,1258
-6,685,386,720,1103,1031,812,366,681,1004
159,815,379,348,871,324,802,733,987,1005
913,868,380,753,996,696,802,809,920,931
804,382,378,903,763,1097,805,811,613,1227
127,723,381,834,410,1034,806,954,766,986
900,135,381,603,535,927,807,813,908,1087
385,953,372,7,560,532,802,1244,677,903
144,364,375,625,583,615,802,1119,585,1177
702,780,382,605,788,814,809,599,1256,1189
696,914,367,235,694,959,811,667,519,714
65,582,365,533,881,730,812,823,752,1115
1033,45,368,898,918,774,804,516,638,1036
898,1063,358,404,832,557,802,719,782,752
471,500,359,236,749,514,798,471,434,666
820,278,359,281,936,668,811,903,901,881
822,764,363,183,414,811,800,1085,819,1152
595,313,343,552,890,776,818,843,1095,952
753,1642,344,649,817,807,827,1659,712,1069
-308,445,341,843,1463,779,826,754,675,851
900,144,333,250,841,918,812,903,820,857
-198,-8,347,1091,787,860,813,521,801,892
770,170,343,706,868,724,823,494,606,936
1854,591,343,214,711,784,833,314,850,1138
809,724,348,657,904,775,831,462,968,897
60,562,344,951,895,325,819,1615,825,1520
601,345,344,733,988,944,830,1125,852,1000
686,439,335,727,609,924,820,288,1121,964
47,970,353,969,1148,552,840,390,878,587
353,493,349,1440,630,653,826,1163,1477,1133
1105,758,353,505,855,547,823,889,983,656
1016,489,350,654,248,514,833,1110,694,897
944,1062,345,550,930,967,842,656,568,894
244,693,346,590,946,1010,848,658,628,684
1081,1473,346,721,1179,677,837,1202,789,860
424,788,346,978,702,1029,848,959,567,1174
310,783,351,993,955,1183,857,892,730,713
1046,671,353,747,651,759,844,1400,580,611
1108,453,338,670,834,996,847,550,836,1034
1159,627,347,824,644,1150,853,779,879,890
1026,789,353,969,560,559,844,693,478,1032
422,1018,350,448,749,787,851,807,824,907
8,748,347,1363,719,581,843,1121,504,862
1230,798,347,994,1050,738,854,856,770,1082
346,829,353,848,761,408,846,390,849,1128
1094,526,349,1035,477,927,845,93,736,415
931,796,347,646,1002,871,855,1166,892,1142
1021,641,354,487,981,650,854,842,771,501
1,705,348,793,955,659,854,815,585,657
446,122,347,635,606,740,847,618,675,1291
764,808,347,347,890,760,858,1013,800,1082
965,447,344,905,810,758,858,246,463,1004
439,706,349,886,831,685,851,1083,1045,1141
144,788,354,537,888,799,867,789,530,1012
584,507,350,679,1294,617,849,787,509,963
258,651,356,1081,582,509,861,1278,510,1209
1030,381,350,558,385,618,870,1187,874,412
718,-331,342,966,1062,1006,869,638,1134,1013
265,764,340,535,1000,681,871,248,1439,418
1210,1188,358,528,947,806,862,977,770,988
76,1026,351,544,99,663,871,849,616,813
495,159,355,824,480,566,866,158,929,1193
900,125,343,673,149,830,879,693,831,902
961,488,356,493,1206,634,878,754,643,1149
-248,735,352,945,730,814,888,316,932,961
834,1277,352,1143,640,376,880,1341,564,770
817,780,358,751,756,464,896,1484,1026,1257
23,657,360,574,978,743,885,800,981,941
718,341,357,343,805,1019,895,832,524,853
827,645,357,800,808,1006,889,323,968,675
1055,411,350,618,786,609,895,1285,832,1130
848,-88,352,581,1130,598,905,1075,1013,1004
494,745,352,133,892,658,903,1283,922,527
-327,494,346,497,904,957,902,964,829,1320
698,601,352,988,758,592,909,705,464,583
654,437,362,612,399,429,904,966,750,1063
865,306,354,930,1087,774,900,585,879,886
693,189,352,769,1063,866,910,1053,573,787
632,311,352,527,672,683,919,1617,861,251
507,639,344,239,650,930,915,786,762,1187
524,379,355,1520,895,784,915,681,1027,625
844,430,249,1231,995,1061,814,254,931,397
-352,266,258,543,734,957,817,1142,986,873
993,599,239,206,447,934,805,505,861,989
1118,582,249,1042,605,957,815,816,650,1190
726,172,249,1258,691,515,807,581,1065,612
971,-109,250,707,566,608,821,685,639,1122
605,274,241,537,780,746,825,1086,470,1319
1004,242,255,510,817,553,814,989,768,959
1273,381,247,637,714,752,821,738,799,1777
946,469,237,880,939,824,813,753,1102,850
-34,435,238,1015,359,780,826,619,836,1246
510,309,251,690,1122,456,814,867,723,1140
1274,659,247,684,228,720,824,566,665,891
1227,131,237,661,894,752,817,1344,1016,1040
797,686,256,825,961,664,823,699,594,1010
738,951,242,664,795,323,816,656,947,469
506,582,252,919,373,955,815,1270,681,1230
753,106,246,895,511,752,819,507,1002,914
1183,316,245,767,777,472,829,1831,576,955
510,68,250,514,483,797,834,1143,161,727
17,749,252,463,640,663,824,466,800,1000
1177,607,243,847,809,675,831,928,705,1054
672,1052,242,1077,753,805,841,422,1084,566
486,1260,233,568,771,396,844,1929,872,864
796,729,247,1013,1250,574,845,589,1061,1200
557,605,251,464,580,815,838,258,974,616
191,569,242,833,1384,650,843,1165,734,1368
184,575,249,470,603,760,848,604,1109,907
264,-278,246,547,1005,589,847,506,1057,1220
842,682,250,1069,437,585,841,1422,510,873
1049,580,235,746,1162,692,853,518,638,626
458,242,237,881,855,362,844,402,671,683
607,765,242,866,436,722,846,688,719,427
954,876,239,959,792,938,856,572,783,399
660,364,235,201,641,672,853,951,781,567
771,-220,244,606,785,743,855,922,956,1061
863,312,241,632,527,805,851,1475,602,922
806,1324,235,625,613,698,861,738,1022,1296
837,314,240,623,591,691,870,1048,630,1101
521,613,234,68,741,525,872,884,811,991
107,209,238,474,839,772,877,1715,1284,992
1627,561,244,411,645,987,864,717,1087,1175
1111,805,235,262,1097,768,880,247,881,922
776,742,246,859,776,655,877,945,935,1800
1078,598,242,732,1072,802,887,1105,510,1332
221,-312,248,1106,990,577,883,827,620,1492
952,218,239,561,67,801,886,830,901,987
584,518,237,630,1027,881,893,1067,726,936
481,837,237,346,677,389,896,868,319,1000
101,297,249,168,827,506,882,376,810,687
-25,666,249,565,682,655,885,697,704,710
745,940,243,281,443,808,894,806,493,657
535,846,240,800,425,540,899,1457,690,1085
493,620,233,602,1064,456,902,1019,1146,954
611,876,252,972,713,587,885,972,688,1331
221,463,243,617,402,718,895,944,712,605
519,729,234,612,417,705,895,841,816,1128
993,-118,250,854,869,916,900,871,935,1013
1453,342,238,801,977,656,890,761,711,969
485,-173,243,611,955,762,899,339,983,447
892,925,235,826,1218,828,904,899,1009,676
469,294,238,860,856,703,901,764,291,651
757,1176,236,1028,732,759,900,1151,725,1378
801,619,234,726,762,725,907,192,1434,726
905,886,236,646,1260,818,894,532,724,948
867,269,244,485,1059,801,901,628,545,497
538,93,251,557,1197,543,901,989,435,932
656,709,236,856,636,928,899,984,1084,782
1039,887,245,737,675,689,908,356,387,1020
136,114,253,1021,1224,623,898,613,1133,984
-174,1483,244,768,590,815,903,689,571,955
454,436,239,962,786,654,913,1301,665,814
174,1235,251,864,514,872,893,501,924,919
515,561,243,538,428,666,912,792,946,701
489,417,254,555,1246,507,910,622,991,433
653,873,244,1292,288,671,904,1004,1183,337
1285,385,241,766,678,504,895,1023,482,1010
1295,-87,238,247,225,953,907,823,1042,599
190,619,238,720,1005,679,897,1089,445,1259
144,435,246,640,1097,953,907,867,824,1265
438,331,244,806,576,800,897,745,885,847
325,475,238,687,362,984,905,1281,1006,1046
622,-61,242,673,488,542,888,1658,716,827
193,1223,235,937,645,774,907,815,607,826
1053,53,247,764,931,1105,891,258,431,1294
439,390,246,888,293,563,881,377,633,778
1175,739,241,692,575,970,884,367,874,564
968,24,244,893,374,1048,872,544,763,158
466,892,242,520,582,1032,882,601,475,745
672,804,238,1143,817,884,875,833,652,831
1451,179,249,760,686,705,889,1334,626,1202
1030,755,237,809,626,808,882,614,1007,870
690,406,246,602,836,618,877,398,836,899
452,-250,253,610,586,505,872,873,1403,965
528,607,242,884,1069,828,872,694,1092,755
540,247,245,994,265,597,871,704,595,783
689,625,251,572,1372,591,867,1086,651,893
568,327,253,408,732,420,873,693,893,1425
1421,350,247,808,1277,916,864,1457,818,640
273,795,256,912,967,807,855,599,622,633
231,492,241,825,731,798,859,922,1074,1048
708,852,253,987,741,919,874,521,1166,816
1370,847,255,924,1155,774,854,297,643,478
543,742,247,1009,1277,912,863,445,749,455
608,376,242,946,818,519,873,816,446,233
988,504,250,642,608,501,853,503,566,1039
478,-342,251,984,1271,829,863,160,761,572
938,599,246,864,797,870,855,439,295,397
1110,492,247,557,627,584,845,956,720,763
850,701,255,1073,514,643,839,-9,506,977
148,965,245,620,761,669,841,1123,512,597
822,788,255,440,1572,819,835,529,862,956
697,275,245,411,796,784,854,988,1028,382
103,647,246,942,1085,983,847,1027,1104,1136
714,1088,237,859,676,933,839,883,501,850
1030,468,247,1168,803,860,844,1528,754,655
941,689,250,1172,861,663,839,844,590,963
1048,715,241,714,1027,481,850,502,926,637
1010,631,240,1467,451,594,835,731,907,1064
556,620,255,691,1009,869,845,1227,749,1181
294,871,247,712,954,705,838,827,630,922
1133,559,247,489,1356,651,841,814,952,784
649,448,239,515,858,878,848,611,912,679
487,722,247,1038,845,759,837,729,1006,911
795,330,244,790,689,760,833,667,1048,852
1054,422,242,940,533,905,843,1110,643,1126
1171,303,238,979,998,519,845,416,567,1131
1110,815,252,1135,570,756,843,1283,908,1171
669,589,244,515,846,1006,827,772,825,1130
670,514,246,846,669,810,817,1049,1032,1424
528,351,248,1014,1050,858,816,908,517,900
1137,1381,249,874,726,902,810,793,1017,1085
734,448,248,735,901,765,821,403,1056,569
698,1061,237,1209,610,853,807,-103,813,1236
803,45,251,998,845,782,822,624,765,899
616,122,246,467,62,548,807,987,885,1498
1231,1054,245,981,681,669,817,516,685,716
572,413,243,205,956,733,812,586,513,875
33,509,253,648,749,574,812,476,896,1084
569,583,237,830,738,426,824,937,1144,784
808,1478,245,818,1117,646,816,851,717,190
916,777,249,869,818,486,825,649,975,1359
330,849,236,827,1100,752,821,-28,655,1372
610,357,245,1270,1065,757,815,639,811,462
1016,550,240,480,1232,826,810,729,745,747
563,1028,248,709,1056,787,816,938,767,917
445,316,249,491,1158,538,822,673,1528,711
564,-93,252,1034,911,945,824,757,789,882
388,906,244,1313,771,719,815,870,1335,408
412,586,241,988,606,955,821,932,1045,968
311,577,244,472,778,767,811,722,987,1065
944,233,235,1323,965,677,812,605,747,1215
1137,1549,226,955,1024,679,806,1163,317,762
296,275,231,590,1059,747,802,585,934,1127
27,961,218,865,774,865,804,517,816,789
593,405,224,890,1103,683,796,901,785,786
332,324,234,739,949,620,806,910,772,1159
193,380,231,938,1237,999,798,665,1218,1206
427,259,224,623,662,690,806,363,695,563
360,28,228,854,874,800,798,314,924,750
292,400,214,830,658,983,812,357,279,559
741,688,219,1290,588,594,807,994,734,1027
848,757,231,905,1227,606,811,640,689,872
880,639,222,834,1082,713,806,583,443,751
527,1013,230,919,800,796,803,904,1294,992
622,541,226,744,726,394,815,447,570,805
997,942,226,722,766,1102,805,1058,1044,1018
747,1002,225,860,937,661,811,157,728,758
209,567,229,793,1266,633,808,850,599,851
845,1079,219,1018,476,712,806,679,617,748
794,655,210,424,709,656,814,622,926,1559
565,678,218,624,450,720,808,826,993,896
408,462,221,878,968,681,796,-62,948,1494
1385,662,220,392,229,1123,807,1240,1216,1016
1104,534,225,614,1026,387,806,667,592,662
1342,642,225,713,1215,873,799,1348,444,764
553,624,217,545,833,707,806,897,859,1285
-11,844,226,672,769,696,800,535,806,1183
725,628,226,483,1252,878,813,898,709,991
877,243,218,769,468,841,816,594,1094,823
774,274,216,748,1573,705,801,1243,720,412
1111,478,219,816,397,580,805,705,493,1162
1056,312,209,415,651,769,806,511,929,711
1043,-498,211,626,540,883,805,654,1180,789
904,504,215,946,1142,556,800,665,974,573
487,1329,207,678,1007,988,807,344,977,708
1025,274,213,954,1295,722,799,373,670,1156
1070,864,216,1537,997,597,797,1312,685,1099
250,297,213,1135,591,957,809,407,1221,520
929,835,201,827,761,599,817,818,874,1110
611,969,206,456,960,531,807,1237,1165,1132
973,772,205,468,607,647,800,992,798,864
805,-244,198,416,397,828,816,427,973,641
1195,239,206,318,641,900,798,1263,193,926
220,420,211,496,980,618,811,1393,507,628
131,472,216,980,1113,473,811,935,802,1088
1110,844,208,548,298,944,804,487,732,475
787,835,200,713,284,634,811,320,860,1518
992,377,202,565,838,563,805,823,856,893
91,325,191,859,590,790,808,823,826,532
874,501,207,373,676,668,814,755,817,1161
872,947,209,473,968,759,804,12,991,869
702,64,210,758,790,587,818,629,635,534
703,623,200,1059,875,582,816,1000,755,604
1066,694,210,740,737,760,812,693,592,1041
865,444,217,676,628,785,818,482,991,882
-88,881,210,592,697,634,816,356,854,725
260,295,219,794,501,763,810,845,545,986
472,-137,211,118,999,941,813,515,615,655
196,247,218,854,825,626,800,875,1037,675
744,979,217,233,784,894,817,731,987,197
944,956,219,863,544,1181,815,697,1272,1010
1356,660,226,772,1518,539,811,644,795,569
972,706,224,804,1166,953,814,924,1240,1083
965,517,234,940,689,779,810,872,830,655
808,854,244,74,915,949,814,544,931,733
-68,1021,224,520,916,797,812,735,471,1204
383,527,235,513,759,790,810,62,627,504
810,332,227,872,525,889,803,481,476,1194
98,12,236,485,791,665,805,196,564,1093
741,619,226,647,492,1209,800,533,843,1122
492,311,234,692,699,945,810,761,899,1150
1131,225,244,293,1058,801,809,799,1160,1322
1030,1314,241,680,721,515,818,1243,485,495
886,475,234,564,178,716,803,75,901,1573
1443,1017,250,884,961,737,809,839,722,976
530,37,254,807,645,696,815,875,796,1328
1166,751,245,1049,942,810,809,1078,575,810
1506,-29,245,262,158,417,812,705,695,1082
470,234,244,766,1289,799,800,979,456,932
396,527,255,527,1108,833,807,382,818,1019
1071,673,244,377,847,848,805,490,681,641
1235,227,254,88,691,722,808,503,819,727
1622,345,259,863,1042,648,813,755,514,908
722,955,247,787,1219,714,818,1357,691,1177
482,-41,248,658,691,813,815,701,525,1008
1030,794,245,1142,619,915,816,789,1118,1018
426,139,249,641,598,1001,809,710,799,560
541,483,259,410,699,534,807,954,608,1035
262,1297,257,832,991,794,815,609,965,346
1343,529,260,640,525,705,807,795,982,940
741,100,253,1034,321,748,805,649,1189,1154
1019,694,257,571,1136,743,811,654,858,691
147,950,259,671,871,704,813,210,695,678
654,420,266,682,895,848,805,703,639,1259
947,745,276,665,220,556,802,464,1164,826
39,-43,276,762,1165,449,809,822,678,1239
1094,1087,266,747,686,753,804,318,434,1293
623,-132,269,739,607,702,811,500,581,1123
759,807,275,601,995,881,805,317,687,1181
671,712,260,943,708,847,813,737,1094,462
334,447,267,627,346,235,804,435,851,862
762,819,270,570,853,534,806,859,820,1010
1126,594,273,938,573,553,794,1001,1046,881
995,224,263,848,366,962,794,903,819,702
47,13,267,1055,1089,810,803,857,1081,743
581,275,277,680,1036,625,802,843,386,1146
664,564,267,604,1042,733,805,468,1073,953
965,578,272,740,427,407,792,1085,1207,1266
23,461,283,394,1256,745,792,487,512,1514
828,574,286,635,1030,808,801,1104,773,989
712,803,276,795,744,907,804,864,761,869
718,1303,273,578,988,636,810,619,1022,598
1137,475,273,379,911,929,806,658,703,702
338,365,263,716,791,620,808,1173,901,771
1187,1249,263,340,1195,870,798,717,1014,985
865,204,258,920,816,956,808,98,513,820
706,896,270,565,682,919,817,597,1238,647
688,-138,262,526,326,727,808,567,818,644
160,1002,266,915,1,670,817,336,737,674
596,352,252,605,1032,262,801,326,825,583
543,564,258,774,1045,884,810,1323,1233,758
755,474,267,973,418,719,812,264,952,1474
802,837,260,945,1191,473,799,1141,613,1168
911,404,256,823,601,489,805,757,1150,1351
522,243,247,913,952,555,811,1345,1543,1076
1108,853,257,919,121,716,818,451,378,1051
-508,244,251,236,804,572,802,1050,672,1242
904,874,238,262,261,488,817,498,1095,907
1203,661,243,823,1248,519,818,1580,620,926
855,807,256,901,1200,715,813,985,1078,720
684,299,246,303,1033,700,812,638,628,918
520,1431,255,789,861,884,820,579,973,701
361,989,254,667,1204,1038,812,399,702,798
1114,-229,252,689,654,742,819,1116,299,626
680,1049,241,374,1045,801,808,1153,721,545
422,284,245,1291,984,956,813,867,436,784
902,130,235,478,1044,711,814,1043,941,928
347,330,225,645,872,872,822,634,1306,825
800,484,232,475,469,660,814,1029,949,824
1111,-95,238,1201,1009,838,809,562,556,1436
280,36,229,785,743,542,821,488,779,819
469,207,238,904,1101,751,810,569,633,351
542,450,229,744,537,1014,815,868,962,535
1121,762,234,841,841,461,810,1556,1302,951
248,233,236,391,1046,652,812,639,981,1000
68,265,220,634,1173,984,811,351,651,959
871,892,234,691,637,951,810,537,449,753
455,844,225,1573,243,664,815,718,866,1409
1119,232,225,844,985,606,812,411,262,959
1053,671,224,935,909,716,815,439,904,1262
938,135,216,844,1165,664,823,1103,945,619
368,460,224,1042,1034,849,815,433,947,1424
823,401,221,626,1194,769,820,643,649,775
368,692,234,628,1150,710,808,1087,979,1085
709,241,224,366,1181,889,825,537,795,1162
250,411,223,225,652,889,815,744,454,801
549,393,230,1122,1004,676,818,858,1038,746
830,689,214,874,711,493,815,1022,978,1052
328,842,224,435,970,790,812,722,1018,594
679,352,224,1080,658,596,818,973,892,1026
625,918,219,469,813,646,817,781,687,1413
1153,1066,222,854,1222,581,813,1179,755,625
880,272,232,326,287,950,810,866,522,898
-115,639,240,750,756,855,809,745,1023,852
592,-147,238,1317,708,860,820,617,1006,895
-89,-230,234,753,792,616,800,473,1088,988
1337,1513,222,716,976,352,801,584,531,767
746,671,239,627,863,1068,801,1309,990,1132
-41,-90,236,989,731,569,802,322,525,905
1230,400,244,1242,1254,442,809,147,547,512
847,416,254,276,976,810,813,342,840,614
1137,302,247,1141,517,592,800,1273,549,720
1182,338,234,920,519,835,818,1033,901,758
